,0,1,2,3,4,5,6,7
0,1,1,1,1,0,1,0,1
1,1,0,1,1,0,1,0,1
2,1,0,1,0,0,1,0,0
3,1,1,1,0,1,1,0,1
4,0,0,0,0,0,0,0,0
5,1,1,1,0,0,1,0,1
6,1,1,1,1,0,0,0,0
7,0,1,1,0,0,0,1,1
8,1,1,1,1,0,1,0,0
9,1,0,1,1,0,1,0,0
10,1,1,1,0,1,1,0,0
11,1,1,1,0,0,0,0,1
12,1,0,1,0,0,1,0,1
13,1,1,1,0,0,1,0,0
14,0,1,1,0,1,0,1,1
15,1,1,1,1,0,0,1,1
16,1,1,1,0,1,1,1,1
17,1,1,1,1,0,1,1,1
18,1,1,1,0,0,1,1,1
19,1,1,1,1,0,0,0,1
