,0,1,2,3,4,5,6,7
0,1,1,1,1,0,1,1,1
1,1,1,1,0,0,1,0,1
2,0,1,1,0,0,1,0,0
3,1,1,1,0,0,1,1,0
4,1,1,1,0,0,0,0,0
5,1,1,1,1,0,1,1,0
6,1,1,1,0,0,1,0,0
7,1,1,1,1,0,1,0,1
8,1,1,1,0,0,1,1,1
9,1,1,1,1,1,1,1,0
10,1,1,1,1,0,1,0,0
11,0,1,1,1,0,1,0,0
12,0,1,1,0,0,1,0,1
13,1,1,1,0,1,1,0,1
14,1,1,1,0,1,1,0,0
